transport	port	service
tcp	750	rfile
udp	750	loadav
udp	750	kerberos-iv
tcp	751	pump
udp	751	pump
tcp	752	qrh
udp	752	qrh
tcp	753	rrh
udp	753	rrh
tcp	754	tell
udp	754	tell
tcp	758	nlogin
udp	758	nlogin
tcp	759	con
udp	759	con
tcp	760	ns
udp	760	ns
tcp	761	rxe
udp	761	rxe
tcp	762	quotad
udp	762	quotad
tcp	763	cycleserv
udp	763	cycleserv
tcp	764	omserv
udp	764	omserv
tcp	765	webster
udp	765	webster
tcp	767	phonebook
udp	767	phonebook
tcp	769	vid
udp	769	vid
tcp	770	cadlock
udp	770	cadlock
tcp	771	rtip
udp	771	rtip
tcp	772	cycleserv2
udp	772	cycleserv2
tcp	773	submit
udp	773	notify
tcp	774	rpasswd
udp	774	acmaint-dbd
udp	774	acmaint_dbd
tcp	775	entomb
udp	775	acmaint-transd
udp	775	acmaint_transd
tcp	776	wpages
udp	776	wpages
tcp	777	multiling-http
udp	777	multiling-http
tcp	780	wpgs
udp	780	wpgs
tcp	800	mdbs-daemon
tcp	800	mdbs_daemon
udp	800	mdbs-daemon
udp	800	mdbs_daemon
tcp	801	device
udp	801	device
tcp	802	mbap-s
udp	802	mbap-s
tcp	810	fcp-udp
udp	810	fcp-udp
tcp	828	itm-mcell-s
udp	828	itm-mcell-s
tcp	829	pkix-3-ca-ra
udp	829	pkix-3-ca-ra
tcp	830	netconf-ssh
udp	830	netconf-ssh
tcp	831	netconf-beep
udp	831	netconf-beep
tcp	832	netconfsoaphttp
udp	832	netconfsoaphttp
tcp	833	netconfsoapbeep
udp	833	netconfsoapbeep
tcp	847	dhcp-failover2
udp	847	dhcp-failover2
tcp	848	gdoi
udp	848	gdoi
tcp	853	domain-s
udp	853	domain-s
tcp	854	dlep
udp	854	dlep
tcp	860	iscsi
udp	860	iscsi
tcp	861	owamp-control
udp	861	owamp-control
tcp	862	twamp-control
udp	862	twamp-control
tcp	873	rsync
udp	873	rsync
tcp	886	iclcnet-locate
udp	886	iclcnet-locate
tcp	887	iclcnet-svinfo
tcp	887	iclcnet_svinfo
udp	887	iclcnet-svinfo
udp	887	iclcnet_svinfo
tcp	888	accessbuilder
udp	888	accessbuilder
tcp	888	cddbp
tcp	900	omginitialrefs
udp	900	omginitialrefs
tcp	901	smpnameres
udp	901	smpnameres
tcp	902	ideafarm-door
udp	902	ideafarm-door
tcp	903	ideafarm-panic
udp	903	ideafarm-panic
tcp	910	kink
udp	910	kink
tcp	911	xact-backup
udp	911	xact-backup
tcp	912	apex-mesh
udp	912	apex-mesh
tcp	913	apex-edge
udp	913	apex-edge
tcp	953	rndc
tcp	989	ftps-data
udp	989	ftps-data
tcp	990	ftps
udp	990	ftps
tcp	991	nas
udp	991	nas
tcp	992	telnets
udp	992	telnets
tcp	993	imaps
udp	993	imaps
tcp	995	pop3s
udp	995	pop3s
tcp	996	vsinet
udp	996	vsinet
tcp	997	maitrd
udp	997	maitrd
tcp	998	busboy
udp	998	puparp
tcp	999	garcon
udp	999	applix
tcp	999	puprouter
udp	999	puprouter
tcp	1000	cadlock2
udp	1000	cadlock2
tcp	1001	webpush
tcp	1010	surf
udp	1010	surf
tcp	1021	exp1
udp	1021	exp1
tcp	1022	exp2
udp	1022	exp2
tcp	1025	blackjack
udp	1025	blackjack
tcp	1026	cap
udp	1026	cap
udp	1027	6a44
tcp	1029	solid-mux
udp	1029	solid-mux
tcp	1033	netinfo-local
udp	1033	netinfo-local
tcp	1034	activesync
udp	1034	activesync
tcp	1035	mxxrlogin
udp	1035	mxxrlogin
tcp	1036	nsstp
udp	1036	nsstp
tcp	1037	ams
udp	1037	ams
tcp	1038	mtqp
udp	1038	mtqp
tcp	1039	sbl
udp	1039	sbl
tcp	1040	netarx
udp	1040	netarx
tcp	1041	danf-ak2
udp	1041	danf-ak2
tcp	1042	afrog
udp	1042	afrog
tcp	1043	boinc-client
udp	1043	boinc-client
tcp	1044	dcutility
udp	1044	dcutility
tcp	1045	fpitp
udp	1045	fpitp
tcp	1046	wfremotertm
udp	1046	wfremotertm
tcp	1047	neod1
udp	1047	neod1
tcp	1048	neod2
udp	1048	neod2
tcp	1049	td-postman
udp	1049	td-postman
tcp	1050	cma
udp	1050	cma
tcp	1051	optima-vnet
udp	1051	optima-vnet
tcp	1052	ddt
udp	1052	ddt
tcp	1053	remote-as
udp	1053	remote-as
tcp	1054	brvread
udp	1054	brvread
tcp	1055	ansyslmd
udp	1055	ansyslmd
tcp	1056	vfo
udp	1056	vfo
tcp	1057	startron
udp	1057	startron
tcp	1058	nim
udp	1058	nim
tcp	1059	nimreg
udp	1059	nimreg
tcp	1060	polestar
udp	1060	polestar
tcp	1061	kiosk
udp	1061	kiosk
tcp	1062	veracity
udp	1062	veracity
tcp	1063	kyoceranetdev
udp	1063	kyoceranetdev
tcp	1064	jstel
udp	1064	jstel
tcp	1065	syscomlan
udp	1065	syscomlan
tcp	1066	fpo-fns
udp	1066	fpo-fns
tcp	1067	instl-boots
tcp	1067	instl_boots
udp	1067	instl-boots
udp	1067	instl_boots
tcp	1068	instl-bootc
tcp	1068	instl_bootc
udp	1068	instl-bootc
udp	1068	instl_bootc
tcp	1069	cognex-insight
udp	1069	cognex-insight
tcp	1070	gmrupdateserv
udp	1070	gmrupdateserv
tcp	1071	bsquare-voip
udp	1071	bsquare-voip
tcp	1072	cardax
udp	1072	cardax
tcp	1073	bridgecontrol
udp	1073	bridgecontrol
tcp	1074	warmspotMgmt
udp	1074	warmspotMgmt
tcp	1075	rdrmshc
udp	1075	rdrmshc
tcp	1076	dab-sti-c
udp	1076	dab-sti-c
tcp	1077	imgames
udp	1077	imgames
tcp	1078	avocent-proxy
udp	1078	avocent-proxy
tcp	1079	asprovatalk
udp	1079	asprovatalk
tcp	1080	socks
udp	1080	socks
tcp	1081	pvuniwien
udp	1081	pvuniwien
tcp	1082	amt-esd-prot
udp	1082	amt-esd-prot
tcp	1083	ansoft-lm-1
udp	1083	ansoft-lm-1
tcp	1084	ansoft-lm-2
udp	1084	ansoft-lm-2
tcp	1085	webobjects
udp	1085	webobjects
tcp	1086	cplscrambler-lg
udp	1086	cplscrambler-lg
tcp	1087	cplscrambler-in
udp	1087	cplscrambler-in
tcp	1088	cplscrambler-al
udp	1088	cplscrambler-al
tcp	1089	ff-annunc
udp	1089	ff-annunc
tcp	1090	ff-fms
udp	1090	ff-fms
tcp	1091	ff-sm
udp	1091	ff-sm
tcp	1092	obrpd
udp	1092	obrpd
tcp	1093	proofd
udp	1093	proofd
tcp	1094	rootd
udp	1094	rootd
tcp	1095	nicelink
udp	1095	nicelink
tcp	1096	cnrprotocol
udp	1096	cnrprotocol
tcp	1097	sunclustermgr
udp	1097	sunclustermgr
tcp	1098	rmiactivation
udp	1098	rmiactivation
tcp	1099	rmiregistry
udp	1099	rmiregistry
tcp	1100	mctp
udp	1100	mctp
tcp	1101	pt2-discover
udp	1101	pt2-discover
tcp	1102	adobeserver-1
udp	1102	adobeserver-1
tcp	1103	adobeserver-2
udp	1103	adobeserver-2
tcp	1104	xrl
udp	1104	xrl
tcp	1105	ftranhc
udp	1105	ftranhc
tcp	1106	isoipsigport-1
udp	1106	isoipsigport-1
tcp	1107	isoipsigport-2
udp	1107	isoipsigport-2
tcp	1108	ratio-adp
udp	1108	ratio-adp
tcp	1110	webadmstart
udp	1110	nfsd-keepalive
tcp	1111	lmsocialserver
udp	1111	lmsocialserver
tcp	1112	icp
udp	1112	icp
tcp	1113	ltp-deepspace
udp	1113	ltp-deepspace
tcp	1114	mini-sql
udp	1114	mini-sql
tcp	1115	ardus-trns
udp	1115	ardus-trns
tcp	1116	ardus-cntl
udp	1116	ardus-cntl
tcp	1117	ardus-mtrns
udp	1117	ardus-mtrns
tcp	1118	sacred
udp	1118	sacred
tcp	1119	bnetgame
udp	1119	bnetgame
tcp	1120	bnetfile
udp	1120	bnetfile
tcp	1121	rmpp
udp	1121	rmpp
tcp	1122	availant-mgr
udp	1122	availant-mgr
tcp	1123	murray
udp	1123	murray
tcp	1124	hpvmmcontrol
udp	1124	hpvmmcontrol
tcp	1125	hpvmmagent
udp	1125	hpvmmagent
tcp	1126	hpvmmdata
udp	1126	hpvmmdata
tcp	1127	kwdb-commn
udp	1127	kwdb-commn
tcp	1128	saphostctrl
udp	1128	saphostctrl
tcp	1129	saphostctrls
udp	1129	saphostctrls
tcp	1130	casp
udp	1130	casp
tcp	1131	caspssl
udp	1131	caspssl
tcp	1132	kvm-via-ip
udp	1132	kvm-via-ip
tcp	1133	dfn
udp	1133	dfn
tcp	1134	aplx
udp	1134	aplx
tcp	1135	omnivision
udp	1135	omnivision
tcp	1136	hhb-gateway
udp	1136	hhb-gateway
tcp	1137	trim
udp	1137	trim
tcp	1138	encrypted-admin
tcp	1138	encrypted_admin
udp	1138	encrypted-admin
udp	1138	encrypted_admin
tcp	1139	evm
udp	1139	evm
tcp	1140	autonoc
udp	1140	autonoc
tcp	1141	mxomss
udp	1141	mxomss
tcp	1142	edtools
udp	1142	edtools
tcp	1143	imyx
udp	1143	imyx
tcp	1144	fuscript
udp	1144	fuscript
tcp	1145	x9-icue
udp	1145	x9-icue
tcp	1146	audit-transfer
udp	1146	audit-transfer
tcp	1147	capioverlan
udp	1147	capioverlan
tcp	1148	elfiq-repl
udp	1148	elfiq-repl
tcp	1149	bvtsonar
udp	1149	bvtsonar
tcp	1150	blaze
udp	1150	blaze
tcp	1151	unizensus
udp	1151	unizensus
tcp	1152	winpoplanmess
udp	1152	winpoplanmess
tcp	1153	c1222-acse
udp	1153	c1222-acse
tcp	1154	resacommunity
udp	1154	resacommunity
tcp	1155	nfa
udp	1155	nfa
tcp	1156	iascontrol-oms
udp	1156	iascontrol-oms
tcp	1157	iascontrol
udp	1157	iascontrol
tcp	1158	dbcontrol-oms
udp	1158	dbcontrol-oms
tcp	1159	oracle-oms
udp	1159	oracle-oms
tcp	1160	olsv
udp	1160	olsv
tcp	1161	health-polling
udp	1161	health-polling
tcp	1162	health-trap
udp	1162	health-trap
tcp	1163	sddp
udp	1163	sddp
tcp	1164	qsm-proxy
udp	1164	qsm-proxy
tcp	1165	qsm-gui
udp	1165	qsm-gui
tcp	1166	qsm-remote
udp	1166	qsm-remote
tcp	1167	cisco-ipsla
udp	1167	cisco-ipsla
tcp	1168	vchat
udp	1168	vchat
tcp	1169	tripwire
udp	1169	tripwire
tcp	1170	atc-lm
udp	1170	atc-lm
tcp	1171	atc-appserver
udp	1171	atc-appserver
tcp	1172	dnap
udp	1172	dnap
tcp	1173	d-cinema-rrp
udp	1173	d-cinema-rrp
tcp	1174	fnet-remote-ui
udp	1174	fnet-remote-ui
tcp	1175	dossier
udp	1175	dossier
tcp	1176	indigo-server
udp	1176	indigo-server
tcp	1177	dkmessenger
udp	1177	dkmessenger
tcp	1178	sgi-storman
udp	1178	sgi-storman
tcp	1179	b2n
udp	1179	b2n
tcp	1180	mc-client
udp	1180	mc-client
tcp	1181	3comnetman
udp	1181	3comnetman
tcp	1182	accelenet
udp	1182	accelenet-data
tcp	1183	llsurfup-http
udp	1183	llsurfup-http
tcp	1184	llsurfup-https
udp	1184	llsurfup-https
tcp	1185	catchpole
udp	1185	catchpole
tcp	1186	mysql-cluster
udp	1186	mysql-cluster
tcp	1187	alias
udp	1187	alias
tcp	1188	hp-webadmin
udp	1188	hp-webadmin
tcp	1189	unet
udp	1189	unet
tcp	1190	commlinx-avl
udp	1190	commlinx-avl
tcp	1191	gpfs
udp	1191	gpfs
tcp	1192	caids-sensor
udp	1192	caids-sensor
tcp	1193	fiveacross
udp	1193	fiveacross
tcp	1194	openvpn
udp	1194	openvpn
tcp	1195	rsf-1
udp	1195	rsf-1
tcp	1196	netmagic
udp	1196	netmagic
tcp	1197	carrius-rshell
udp	1197	carrius-rshell
tcp	1198	cajo-discovery
udp	1198	cajo-discovery
tcp	1199	dmidi
udp	1199	dmidi
tcp	1200	scol
udp	1200	scol
tcp	1201	nucleus-sand
udp	1201	nucleus-sand
tcp	1202	caiccipc
udp	1202	caiccipc
tcp	1203	ssslic-mgr
udp	1203	ssslic-mgr
tcp	1204	ssslog-mgr
udp	1204	ssslog-mgr
tcp	1205	accord-mgc
udp	1205	accord-mgc
tcp	1206	anthony-data
udp	1206	anthony-data
tcp	1207	metasage
udp	1207	metasage
tcp	1208	seagull-ais
udp	1208	seagull-ais
tcp	1209	ipcd3
udp	1209	ipcd3
tcp	1210	eoss
udp	1210	eoss
tcp	1211	groove-dpp
udp	1211	groove-dpp
tcp	1212	lupa
udp	1212	lupa
tcp	1213	mpc-lifenet
udp	1213	mpc-lifenet
tcp	1214	kazaa
udp	1214	kazaa
tcp	1215	scanstat-1
udp	1215	scanstat-1
tcp	1216	etebac5
udp	1216	etebac5
tcp	1217	hpss-ndapi
udp	1217	hpss-ndapi
tcp	1218	aeroflight-ads
udp	1218	aeroflight-ads
tcp	1219	aeroflight-ret
udp	1219	aeroflight-ret
tcp	1220	qt-serveradmin
udp	1220	qt-serveradmin
tcp	1221	sweetware-apps
udp	1221	sweetware-apps
tcp	1222	nerv
udp	1222	nerv
tcp	1223	tgp
udp	1223	tgp
tcp	1224	vpnz
udp	1224	vpnz
tcp	1225	slinkysearch
udp	1225	slinkysearch
tcp	1226	stgxfws
udp	1226	stgxfws
tcp	1227	dns2go
udp	1227	dns2go
tcp	1228	florence
udp	1228	florence
tcp	1229	zented
udp	1229	zented
tcp	1230	periscope
udp	1230	periscope
tcp	1231	menandmice-lpm
udp	1231	menandmice-lpm
tcp	1232	first-defense
udp	1232	first-defense
tcp	1233	univ-appserver
udp	1233	univ-appserver
tcp	1234	search-agent
udp	1234	search-agent
tcp	1235	mosaicsyssvc1
udp	1235	mosaicsyssvc1
tcp	1236	bvcontrol
udp	1236	bvcontrol
tcp	1237	tsdos390
udp	1237	tsdos390
tcp	1238	hacl-qs
udp	1238	hacl-qs
tcp	1239	nmsd
udp	1239	nmsd
tcp	1240	instantia
udp	1240	instantia
tcp	1241	nessus
udp	1241	nessus
tcp	1242	nmasoverip
udp	1242	nmasoverip
tcp	1243	serialgateway
udp	1243	serialgateway
tcp	1244	isbconference1
udp	1244	isbconference1
tcp	1245	isbconference2
udp	1245	isbconference2
tcp	1246	payrouter
udp	1246	payrouter
tcp	1247	visionpyramid
udp	1247	visionpyramid
tcp	1248	hermes
udp	1248	hermes
tcp	1249	mesavistaco
udp	1249	mesavistaco
tcp	1250	swldy-sias
udp	1250	swldy-sias
tcp	1251	servergraph
udp	1251	servergraph
tcp	1252	bspne-pcc
udp	1252	bspne-pcc
tcp	1253	q55-pcc
udp	1253	q55-pcc
tcp	1254	de-noc
udp	1254	de-noc
tcp	1255	de-cache-query
udp	1255	de-cache-query
tcp	1256	de-server
udp	1256	de-server
tcp	1257	shockwave2
udp	1257	shockwave2
tcp	1258	opennl
udp	1258	opennl
tcp	1259	opennl-voice
udp	1259	opennl-voice
tcp	1260	ibm-ssd
udp	1260	ibm-ssd
tcp	1261	mpshrsv
udp	1261	mpshrsv
tcp	1262	qnts-orb
udp	1262	qnts-orb
tcp	1263	dka
udp	1263	dka
tcp	1264	prat
udp	1264	prat
tcp	1265	dssiapi
udp	1265	dssiapi
tcp	1266	dellpwrappks
udp	1266	dellpwrappks
tcp	1267	epc
udp	1267	epc
tcp	1268	propel-msgsys
udp	1268	propel-msgsys
tcp	1269	watilapp
udp	1269	watilapp
tcp	1270	opsmgr
udp	1270	opsmgr
tcp	1271	excw
udp	1271	excw
tcp	1272	cspmlockmgr
udp	1272	cspmlockmgr
tcp	1273	emc-gateway
udp	1273	emc-gateway
tcp	1274	t1distproc
udp	1274	t1distproc
tcp	1275	ivcollector
udp	1275	ivcollector
tcp	1277	miva-mqs
udp	1277	miva-mqs
tcp	1278	dellwebadmin-1
udp	1278	dellwebadmin-1
tcp	1279	dellwebadmin-2
udp	1279	dellwebadmin-2
tcp	1280	pictrography
udp	1280	pictrography
tcp	1281	healthd
udp	1281	healthd
tcp	1282	emperion
udp	1282	emperion
tcp	1283	productinfo
udp	1283	productinfo
tcp	1284	iee-qfx
udp	1284	iee-qfx
tcp	1285	neoiface
udp	1285	neoiface
tcp	1286	netuitive
udp	1286	netuitive
tcp	1287	routematch
udp	1287	routematch
tcp	1288	navbuddy
udp	1288	navbuddy
tcp	1289	jwalkserver
udp	1289	jwalkserver
tcp	1290	winjaserver
udp	1290	winjaserver
tcp	1291	seagulllms
udp	1291	seagulllms
tcp	1292	dsdn
udp	1292	dsdn
tcp	1293	pkt-krb-ipsec
udp	1293	pkt-krb-ipsec
tcp	1294	cmmdriver
udp	1294	cmmdriver
tcp	1295	ehtp
udp	1295	ehtp
tcp	1296	dproxy
udp	1296	dproxy
tcp	1297	sdproxy
udp	1297	sdproxy
tcp	1298	lpcp
udp	1298	lpcp
tcp	1299	hp-sci
udp	1299	hp-sci
tcp	1300	h323hostcallsc
udp	1300	h323hostcallsc
tcp	1301	ci3-software-1
udp	1301	ci3-software-1
tcp	1302	ci3-software-2
udp	1302	ci3-software-2
tcp	1303	sftsrv
udp	1303	sftsrv
tcp	1304	boomerang
udp	1304	boomerang
tcp	1305	pe-mike
udp	1305	pe-mike
tcp	1306	re-conn-proto
udp	1306	re-conn-proto
tcp	1307	pacmand
udp	1307	pacmand
tcp	1308	odsi
udp	1308	odsi
tcp	1309	jtag-server
udp	1309	jtag-server
tcp	1310	husky
udp	1310	husky
tcp	1311	rxmon
udp	1311	rxmon
tcp	1312	sti-envision
udp	1312	sti-envision
tcp	1313	bmc-patroldb
tcp	1313	bmc_patroldb
udp	1313	bmc-patroldb
udp	1313	bmc_patroldb
tcp	1314	pdps
udp	1314	pdps
tcp	1315	els
udp	1315	els
tcp	1316	exbit-escp
udp	1316	exbit-escp
tcp	1317	vrts-ipcserver
udp	1317	vrts-ipcserver
tcp	1318	krb5gatekeeper
udp	1318	krb5gatekeeper
tcp	1319	amx-icsp
udp	1319	amx-icsp
tcp	1320	amx-axbnet
udp	1320	amx-axbnet
tcp	1321	pip
udp	1321	pip
tcp	1322	novation
udp	1322	novation
tcp	1323	brcd
udp	1323	brcd
tcp	1324	delta-mcp
udp	1324	delta-mcp
tcp	1325	dx-instrument
udp	1325	dx-instrument
tcp	1326	wimsic
udp	1326	wimsic
tcp	1327	ultrex
udp	1327	ultrex
tcp	1328	ewall
udp	1328	ewall
tcp	1329	netdb-export
udp	1329	netdb-export
tcp	1330	streetperfect
udp	1330	streetperfect
tcp	1331	intersan
udp	1331	intersan
tcp	1332	pcia-rxp-b
udp	1332	pcia-rxp-b
tcp	1333	passwrd-policy
udp	1333	passwrd-policy
tcp	1334	writesrv
udp	1334	writesrv
tcp	1335	digital-notary
udp	1335	digital-notary
tcp	1336	ischat
udp	1336	ischat
tcp	1337	menandmice-dns
udp	1337	menandmice-dns
tcp	1338	wmc-log-svc
udp	1338	wmc-log-svc
tcp	1339	kjtsiteserver
udp	1339	kjtsiteserver
tcp	1340	naap
udp	1340	naap
tcp	1341	qubes
udp	1341	qubes
tcp	1342	esbroker
udp	1342	esbroker
tcp	1343	re101
udp	1343	re101
tcp	1344	icap
udp	1344	icap
tcp	1345	vpjp
udp	1345	vpjp
tcp	1346	alta-ana-lm
udp	1346	alta-ana-lm
tcp	1347	bbn-mmc
udp	1347	bbn-mmc
tcp	1348	bbn-mmx
udp	1348	bbn-mmx
tcp	1349	sbook
udp	1349	sbook
tcp	1350	editbench
udp	1350	editbench
tcp	1351	equationbuilder
udp	1351	equationbuilder
tcp	1352	lotusnote
udp	1352	lotusnote
tcp	1353	relief
udp	1353	relief
tcp	1354	XSIP-network
udp	1354	XSIP-network
tcp	1355	intuitive-edge
udp	1355	intuitive-edge
tcp	1356	cuillamartin
udp	1356	cuillamartin
tcp	1357	pegboard
udp	1357	pegboard
tcp	1358	connlcli
udp	1358	connlcli
tcp	1359	ftsrv
udp	1359	ftsrv
tcp	1360	mimer
udp	1360	mimer
tcp	1361	linx
udp	1361	linx
tcp	1362	timeflies
udp	1362	timeflies
tcp	1363	ndm-requester
udp	1363	ndm-requester
tcp	1364	ndm-server
udp	1364	ndm-server
tcp	1365	adapt-sna
udp	1365	adapt-sna
tcp	1366	netware-csp
udp	1366	netware-csp
tcp	1367	dcs
udp	1367	dcs
tcp	1368	screencast
udp	1368	screencast
tcp	1369	gv-us
udp	1369	gv-us
tcp	1370	us-gv
udp	1370	us-gv
tcp	1371	fc-cli
udp	1371	fc-cli
tcp	1372	fc-ser
udp	1372	fc-ser
tcp	1373	chromagrafx
udp	1373	chromagrafx
tcp	1374	molly
udp	1374	molly
tcp	1375	bytex
udp	1375	bytex
tcp	1376	ibm-pps
udp	1376	ibm-pps
tcp	1377	cichlid
udp	1377	cichlid
tcp	1378	elan
udp	1378	elan
tcp	1379	dbreporter
udp	1379	dbreporter
tcp	1380	telesis-licman
udp	1380	telesis-licman
tcp	1381	apple-licman
udp	1381	apple-licman
tcp	1382	udt-os
tcp	1382	udt_os
udp	1382	udt-os
udp	1382	udt_os
tcp	1383	gwha
udp	1383	gwha
tcp	1384	os-licman
udp	1384	os-licman
tcp	1385	atex-elmd
tcp	1385	atex_elmd
udp	1385	atex-elmd
udp	1385	atex_elmd
tcp	1386	checksum
udp	1386	checksum
tcp	1387	cadsi-lm
udp	1387	cadsi-lm
tcp	1388	objective-dbc
udp	1388	objective-dbc
tcp	1389	iclpv-dm
udp	1389	iclpv-dm
tcp	1390	iclpv-sc
udp	1390	iclpv-sc
tcp	1391	iclpv-sas
udp	1391	iclpv-sas
tcp	1392	iclpv-pm
udp	1392	iclpv-pm
tcp	1393	iclpv-nls
udp	1393	iclpv-nls
tcp	1394	iclpv-nlc
udp	1394	iclpv-nlc
tcp	1395	iclpv-wsm
udp	1395	iclpv-wsm
tcp	1396	dvl-activemail
udp	1396	dvl-activemail
tcp	1397	audio-activmail
udp	1397	audio-activmail
tcp	1398	video-activmail
udp	1398	video-activmail
tcp	1399	cadkey-licman
udp	1399	cadkey-licman
tcp	1400	cadkey-tablet
udp	1400	cadkey-tablet
tcp	1401	goldleaf-licman
udp	1401	goldleaf-licman
tcp	1402	prm-sm-np
udp	1402	prm-sm-np
tcp	1403	prm-nm-np
udp	1403	prm-nm-np
tcp	1404	igi-lm
udp	1404	igi-lm
tcp	1405	ibm-res
udp	1405	ibm-res
tcp	1406	netlabs-lm
udp	1406	netlabs-lm
tcp	1407	tibet-server
tcp	1408	sophia-lm
udp	1408	sophia-lm
tcp	1409	here-lm
udp	1409	here-lm
tcp	1410	hiq
udp	1410	hiq
tcp	1411	af
udp	1411	af
tcp	1412	innosys
udp	1412	innosys
tcp	1413	innosys-acl
udp	1413	innosys-acl
tcp	1414	ibm-mqseries
udp	1414	ibm-mqseries
tcp	1415	dbstar
udp	1415	dbstar
tcp	1416	novell-lu6-2
tcp	1416	novell-lu6.2
udp	1416	novell-lu6-2
udp	1416	novell-lu6.2
tcp	1417	timbuktu-srv1
udp	1417	timbuktu-srv1
tcp	1418	timbuktu-srv2
udp	1418	timbuktu-srv2
tcp	1419	timbuktu-srv3
udp	1419	timbuktu-srv3
tcp	1420	timbuktu-srv4
udp	1420	timbuktu-srv4
tcp	1421	gandalf-lm
udp	1421	gandalf-lm
tcp	1422	autodesk-lm
udp	1422	autodesk-lm
tcp	1423	essbase
udp	1423	essbase
tcp	1424	hybrid
udp	1424	hybrid
tcp	1425	zion-lm
udp	1425	zion-lm
tcp	1426	sais
udp	1426	sais
tcp	1427	mloadd
udp	1427	mloadd
tcp	1428	informatik-lm
udp	1428	informatik-lm
tcp	1429	nms
udp	1429	nms
tcp	1430	tpdu
udp	1430	tpdu
tcp	1431	rgtp
udp	1431	rgtp
tcp	1432	blueberry-lm
udp	1432	blueberry-lm
tcp	1433	ms-sql-s
udp	1433	ms-sql-s
tcp	1434	ms-sql-m
udp	1434	ms-sql-m
tcp	1435	ibm-cics
udp	1435	ibm-cics
tcp	1436	saism
udp	1436	saism
tcp	1437	tabula
udp	1437	tabula
tcp	1438	eicon-server
udp	1438	eicon-server
tcp	1439	eicon-x25
udp	1439	eicon-x25
tcp	1440	eicon-slp
udp	1440	eicon-slp
tcp	1441	cadis-1
udp	1441	cadis-1
tcp	1442	cadis-2
udp	1442	cadis-2
tcp	1443	ies-lm
udp	1443	ies-lm
tcp	1444	marcam-lm
udp	1444	marcam-lm
tcp	1445	proxima-lm
udp	1445	proxima-lm
tcp	1446	ora-lm
udp	1446	ora-lm
tcp	1447	apri-lm
udp	1447	apri-lm
tcp	1448	oc-lm
udp	1448	oc-lm
tcp	1449	peport
udp	1449	peport
tcp	1450	dwf
udp	1450	dwf
tcp	1451	infoman
udp	1451	infoman
tcp	1452	gtegsc-lm
udp	1452	gtegsc-lm
tcp	1453	genie-lm
udp	1453	genie-lm
tcp	1454	interhdl-elmd
tcp	1454	interhdl_elmd
udp	1454	interhdl-elmd
udp	1454	interhdl_elmd
tcp	1455	esl-lm
udp	1455	esl-lm
tcp	1456	dca
udp	1456	dca
tcp	1457	valisys-lm
udp	1457	valisys-lm
tcp	1458	nrcabq-lm
udp	1458	nrcabq-lm
tcp	1459	proshare1
udp	1459	proshare1
tcp	1460	proshare2
udp	1460	proshare2
tcp	1461	ibm-wrless-lan
tcp	1461	ibm_wrless_lan
udp	1461	ibm-wrless-lan
udp	1461	ibm_wrless_lan
tcp	1462	world-lm
udp	1462	world-lm
tcp	1463	nucleus
udp	1463	nucleus
tcp	1464	msl-lmd
tcp	1464	msl_lmd
udp	1464	msl-lmd
udp	1464	msl_lmd
tcp	1465	pipes
udp	1465	pipes
tcp	1466	oceansoft-lm
udp	1466	oceansoft-lm
tcp	1467	csdmbase
udp	1467	csdmbase
tcp	1468	csdm
udp	1468	csdm
tcp	1469	aal-lm
udp	1469	aal-lm
tcp	1470	uaiact
udp	1470	uaiact
tcp	1471	csdmbase
udp	1471	csdmbase
tcp	1472	csdm
udp	1472	csdm
tcp	1473	openmath
udp	1473	openmath
tcp	1474	telefinder
udp	1474	telefinder
tcp	1475	taligent-lm
udp	1475	taligent-lm
tcp	1476	clvm-cfg
udp	1476	clvm-cfg
tcp	1477	ms-sna-server
udp	1477	ms-sna-server
tcp	1478	ms-sna-base
udp	1478	ms-sna-base
tcp	1479	dberegister
udp	1479	dberegister
tcp	1480	pacerforum
udp	1480	pacerforum
tcp	1481	airs
udp	1481	airs
tcp	1482	miteksys-lm
udp	1482	miteksys-lm
tcp	1483	afs
udp	1483	afs
tcp	1484	confluent
udp	1484	confluent
tcp	1485	lansource
udp	1485	lansource
tcp	1486	nms-topo-serv
tcp	1486	nms_topo_serv
udp	1486	nms-topo-serv
udp	1486	nms_topo_serv
tcp	1487	localinfosrvr
udp	1487	localinfosrvr
tcp	1488	docstor
udp	1488	docstor
tcp	1489	dmdocbroker
udp	1489	dmdocbroker
tcp	1490	insitu-conf
udp	1490	insitu-conf
tcp	1492	stone-design-1
udp	1492	stone-design-1
tcp	1493	netmap-lm
tcp	1493	netmap_lm
udp	1493	netmap-lm
udp	1493	netmap_lm
tcp	1494	ica
udp	1494	ica
tcp	1495	cvc
udp	1495	cvc
tcp	1496	liberty-lm
udp	1496	liberty-lm
tcp	1497	rfx-lm
udp	1497	rfx-lm
tcp	1498	sybase-sqlany
udp	1498	sybase-sqlany
tcp	1499	fhc
udp	1499	fhc
tcp	1500	vlsi-lm
udp	1500	vlsi-lm
tcp	1501	saiscm
udp	1501	saiscm
tcp	1502	shivadiscovery
udp	1502	shivadiscovery
tcp	1503	imtc-mcs
udp	1503	imtc-mcs
tcp	1504	evb-elm
udp	1504	evb-elm
tcp	1505	funkproxy
udp	1505	funkproxy
tcp	1506	utcd
udp	1506	utcd
tcp	1507	symplex
udp	1507	symplex
tcp	1508	diagmond
